workplace,doctor_id
Emergency Center,21565
Private Practice,91316
Rural Health Unit,26025
Emergency Center,97365
Emergency Center,65463
Private Practice,59055
Rural Health Unit,4782
Rural Health Unit,78766
Private Practice,48530
Clinic A,59768
Emergency Center,14860
Main Hospital,57131
Clinic A,13005
University Hospital,13588
University Hospital,87518
Clinic B,25632
Rural Health Unit,92253
Main Hospital,86334
Rural Health Unit,4282
Rural Health Unit,43920
Emergency Center,80775
Main Hospital,95435
University Hospital,66093
Emergency Center,72470
Main Hospital,77763
Private Practice,17111
Clinic A,70178
Emergency Center,36040
Rural Health Unit,14540
Private Practice,12160
Clinic A,54230
Main Hospital,83040
Emergency Center,74356
Rural Health Unit,80478
Clinic B,70248
Clinic B,3866
University Hospital,45685
Private Practice,67194
Emergency Center,76499
Private Practice,56815
Main Hospital,50206
Rural Health Unit,4424
Clinic B,46170
Rural Health Unit,9521
Private Practice,90215
Rural Health Unit,73615
University Hospital,93882
Emergency Center,99116
Clinic B,6133
Private Practice,50181
Private Practice,60525
Rural Health Unit,5127
Emergency Center,94798
Rural Health Unit,80258
University Hospital,49008
Main Hospital,42317
University Hospital,70458
Main Hospital,6291
Clinic A,22326
Private Practice,54171
Private Practice,42193
Clinic B,46269
Clinic A,7899
Private Practice,13701
Main Hospital,20184
Emergency Center,81327
Main Hospital,40258
Rural Health Unit,14444
Private Practice,59328
Private Practice,65823
Rural Health Unit,85016
Main Hospital,36166
Emergency Center,32629
Clinic A,8630
Private Practice,96196
Clinic B,45564
Main Hospital,91812
Main Hospital,24555
Clinic B,23267
Rural Health Unit,46156
Main Hospital,5921
Clinic B,98958
Clinic B,96313
Clinic B,46219
Emergency Center,95448
Clinic A,46818
Clinic A,25407
University Hospital,71423
Emergency Center,51252
University Hospital,91991
Private Practice,37802
Rural Health Unit,81762
Clinic A,2043
Clinic A,86540
Clinic A,73498
Main Hospital,10579
University Hospital,12863
Rural Health Unit,18242
Emergency Center,11219
University Hospital,12588
Private Practice,56055
Clinic A,55170
Emergency Center,16682
University Hospital,87828
Clinic A,35412
Clinic A,90517
Emergency Center,97048
Private Practice,63564
Clinic B,68134
Emergency Center,51211
Clinic B,71659
Private Practice,56669
Main Hospital,67045
Rural Health Unit,13109
Emergency Center,55683
Clinic B,4467
Private Practice,61329
University Hospital,27627
Clinic A,19844
Main Hospital,39705
Emergency Center,86372
Clinic B,45625
University Hospital,30369
Clinic B,31013
Private Practice,8116
Emergency Center,3861
Private Practice,72937
Clinic B,97275
Emergency Center,12609
Rural Health Unit,9432
Clinic B,62093
Clinic A,49298
Emergency Center,65367
Rural Health Unit,92179
Emergency Center,31640
Main Hospital,14532
Clinic A,34194
Emergency Center,43202
University Hospital,79954
Clinic B,78400
University Hospital,5471
Clinic B,29852
Private Practice,89600
Clinic B,56324
Main Hospital,46109
Rural Health Unit,29769
Private Practice,32757
Emergency Center,45831
Clinic B,16040
Main Hospital,28873
University Hospital,35066
Rural Health Unit,81509
Private Practice,97243
Rural Health Unit,85184
Private Practice,77101
Main Hospital,64927
University Hospital,24173
Private Practice,98890
Emergency Center,44688
Rural Health Unit,14314
Clinic B,75052
Rural Health Unit,31224
Rural Health Unit,44241
Clinic A,16293
University Hospital,57659
Rural Health Unit,7678
Clinic B,36194
Clinic A,85980
Private Practice,76007
Clinic A,33743
University Hospital,45839
Clinic B,74758
Private Practice,18753
Rural Health Unit,38543
Private Practice,3346
Rural Health Unit,45095
Private Practice,10281
Private Practice,71857
Rural Health Unit,79574
Clinic A,38412
Private Practice,31594
Main Hospital,66275
Private Practice,30115
Private Practice,88356
Main Hospital,10683
Clinic B,23581
Rural Health Unit,61585
Emergency Center,9570
Main Hospital,52732
University Hospital,80822
Clinic B,53592
Private Practice,17643
Clinic A,48480
Main Hospital,12700
Clinic B,66614
Clinic B,96288
Private Practice,41204
Emergency Center,22193
Clinic A,12579
Clinic A,70505
Clinic A,55902
Rural Health Unit,92579
University Hospital,36497
Clinic B,20542
University Hospital,56803
University Hospital,82219
Clinic B,25647
Rural Health Unit,83200
Clinic A,80113
Clinic B,82709
Rural Health Unit,30394
Emergency Center,46809
Rural Health Unit,54997
Clinic B,86587
Private Practice,78781
Rural Health Unit,73696
Clinic B,34170
Rural Health Unit,58672
Main Hospital,80386
Emergency Center,11829
Main Hospital,6450
Clinic A,94086
Rural Health Unit,32598
Clinic A,52158
Rural Health Unit,35711
Private Practice,35389
Private Practice,79281
Private Practice,42431
Emergency Center,85989
Rural Health Unit,36511
Rural Health Unit,51595
University Hospital,52081
Clinic B,43572
Main Hospital,77779
Rural Health Unit,7724
Emergency Center,90308
Main Hospital,64058
Clinic B,72719
University Hospital,49241
Main Hospital,5119
Emergency Center,52350
Clinic B,80622
Private Practice,93647
Private Practice,94388
Private Practice,41640
Clinic B,24598
University Hospital,61432
Emergency Center,35989
Rural Health Unit,81854
Private Practice,36698
Clinic B,43274
Main Hospital,22033
Private Practice,18786
Clinic A,57630
Emergency Center,51543
Main Hospital,69558
University Hospital,93237
University Hospital,89832
Clinic B,45349
University Hospital,1398
Clinic A,48348
Private Practice,84105
Main Hospital,94113
Private Practice,84875
Rural Health Unit,20079
Emergency Center,7346
Private Practice,85865
Clinic B,48005
Private Practice,8513
Emergency Center,5833
Main Hospital,40784
Clinic A,11555
Main Hospital,22195
Main Hospital,84189
Clinic B,23331
Emergency Center,26112
Main Hospital,75850
Main Hospital,4814
Clinic A,56866
University Hospital,35251
Clinic A,67768
Emergency Center,49533
Emergency Center,55234
Clinic B,61189
Private Practice,75492
Private Practice,48918
Private Practice,14136
University Hospital,21808
Emergency Center,17025
University Hospital,45364
Private Practice,39489
Private Practice,89746
Clinic A,72067
Emergency Center,31816
Private Practice,42875
Main Hospital,45464
Rural Health Unit,48382
Emergency Center,84617
University Hospital,50340
Emergency Center,55277
Clinic B,96032
Main Hospital,50330
Private Practice,55703
Clinic B,93326
Clinic A,99563
Emergency Center,77352
Emergency Center,5222
Clinic A,55797
Rural Health Unit,54664
Clinic B,69634
Main Hospital,82958
Private Practice,68623
Clinic B,83599
University Hospital,55381
Private Practice,25119
Clinic B,61986
Main Hospital,88006
Emergency Center,27149
Clinic B,41701
Clinic A,93327
Main Hospital,50992
Rural Health Unit,60548
Rural Health Unit,86599
Emergency Center,27204
Main Hospital,61260
Private Practice,3068
Clinic A,17261
Private Practice,74808
Private Practice,54811
University Hospital,69796
Main Hospital,20574
Main Hospital,22579
Rural Health Unit,83416
Clinic B,42601
Clinic A,97381
Clinic A,60000
Rural Health Unit,42300
University Hospital,89610
Clinic A,79168
Main Hospital,902
Rural Health Unit,9222
Rural Health Unit,93685
University Hospital,5230
Clinic A,19134
University Hospital,44542
Clinic A,84152
Rural Health Unit,44884
Rural Health Unit,77912
Clinic A,93559
Clinic B,57653
Rural Health Unit,33725
Clinic A,34002
Rural Health Unit,84390
University Hospital,22167
Main Hospital,8487
Clinic B,15675
Rural Health Unit,97813
Clinic A,52231
Clinic A,70481
University Hospital,33563
Clinic B,5273
Rural Health Unit,68492
Clinic A,12880
Main Hospital,15257
Private Practice,39316
Rural Health Unit,25532
Main Hospital,78820
Clinic A,39274
Main Hospital,82040
Clinic B,61670
Rural Health Unit,44883
Rural Health Unit,27946
Clinic A,27563
University Hospital,20701
Clinic B,95219
Main Hospital,19003
Clinic A,99967
Clinic B,84645
Main Hospital,93935
Clinic A,73147
Private Practice,14003
Emergency Center,6029
University Hospital,49154
Main Hospital,14553
Private Practice,19893
Main Hospital,75069
Emergency Center,93244
Emergency Center,42109
Rural Health Unit,97996
Clinic B,6295
University Hospital,42869
University Hospital,73176
Main Hospital,25020
Emergency Center,96853
University Hospital,90778
Clinic A,51111
University Hospital,88413
Main Hospital,93703
Private Practice,69916
Rural Health Unit,41331
Rural Health Unit,30537
Private Practice,3332
University Hospital,26035
Clinic B,94964
Emergency Center,46974
Private Practice,47167
Main Hospital,52469
Main Hospital,39412
Emergency Center,95633
Rural Health Unit,16770
Emergency Center,27502
Emergency Center,22890
Private Practice,3929
Main Hospital,3732
Emergency Center,6094
Private Practice,12074
Emergency Center,57726
Main Hospital,16803
Main Hospital,25727
Clinic B,94013
University Hospital,86424
Clinic A,75650
Main Hospital,75938
Clinic A,23877
Clinic B,63016
University Hospital,81436
Private Practice,24421
University Hospital,12648
University Hospital,3331
Private Practice,72150
Clinic B,66155
Emergency Center,26041
University Hospital,69881
University Hospital,83218
Clinic B,26502
Emergency Center,62461
University Hospital,40842
University Hospital,63036
Emergency Center,51249
Main Hospital,16183
Rural Health Unit,99691
Private Practice,86562
Main Hospital,44744
Rural Health Unit,82168
Private Practice,13506
Private Practice,7425
Rural Health Unit,66561
University Hospital,93466
Private Practice,34832
Rural Health Unit,79511
Clinic A,84237
Emergency Center,88160
Emergency Center,57703
Clinic A,97568
Emergency Center,43117
Clinic B,47000
Rural Health Unit,60057
Emergency Center,84972
Emergency Center,43747
Emergency Center,11853
Private Practice,26496
Main Hospital,22091
Clinic B,70550
Emergency Center,86925
Clinic B,13582
Private Practice,58004
Clinic B,29421
Clinic B,19054
Clinic A,54332
Private Practice,52378
Emergency Center,34544
Main Hospital,17628
Main Hospital,66512
Rural Health Unit,45657
Main Hospital,60324
Main Hospital,73394
Emergency Center,46453
Main Hospital,56469
Private Practice,70568
Private Practice,18904
Clinic B,98889
Rural Health Unit,21129
Clinic A,95507
University Hospital,53421
Main Hospital,92702
University Hospital,46032
University Hospital,2673
University Hospital,69352
Clinic B,9094
Private Practice,12709
Main Hospital,19510
Emergency Center,40850
Clinic B,65228
Rural Health Unit,15254
Private Practice,24686
Rural Health Unit,92751
Emergency Center,73793
Rural Health Unit,37035
Private Practice,57034
Main Hospital,79909
Clinic B,24651
University Hospital,3665
Clinic B,56859
Clinic B,28114
Main Hospital,64916
University Hospital,15247
University Hospital,23207
Clinic A,18568
Clinic A,82076
Private Practice,49431
Emergency Center,90770
Clinic A,9243
Rural Health Unit,21937
Main Hospital,74725
Clinic B,72712
Rural Health Unit,4984
University Hospital,96776
Clinic B,27581
Main Hospital,23006
Rural Health Unit,66269
Clinic B,57741
University Hospital,7433
Clinic A,48545
Rural Health Unit,50793
Emergency Center,9689
Rural Health Unit,37023
University Hospital,83453
Rural Health Unit,18927
Rural Health Unit,96994
University Hospital,29751
University Hospital,60369
Private Practice,87211
Private Practice,25506
University Hospital,84410
Main Hospital,39363
University Hospital,72311
Private Practice,90959
Rural Health Unit,20428
Private Practice,96792
Clinic B,82324
Main Hospital,43451
Clinic A,8653
Clinic B,37976
Private Practice,15524
Rural Health Unit,36861
Clinic B,12723
Clinic B,2615
Clinic B,58632
Main Hospital,23230
Clinic A,25838
Rural Health Unit,2091
Clinic A,36732
University Hospital,85118
Private Practice,35761
Emergency Center,4112
Main Hospital,26167
Clinic A,48076
Private Practice,45382
Private Practice,88055
Main Hospital,99885
Main Hospital,9884
Private Practice,76382
University Hospital,13871
Clinic A,24323
Emergency Center,6553
Emergency Center,79358
Emergency Center,23049
Clinic B,24667
Clinic A,38891
Clinic B,31558
Clinic B,8229
Private Practice,88347
Clinic B,77088
Rural Health Unit,59085
University Hospital,97644
University Hospital,42515
Main Hospital,20012
Main Hospital,49998
Clinic A,22646
Clinic A,35506
Rural Health Unit,29850
University Hospital,87266
Main Hospital,37921
Private Practice,1699
Main Hospital,15970
Clinic B,62065
Emergency Center,30597
Private Practice,75657
Emergency Center,30005
Emergency Center,41085
University Hospital,60645
Emergency Center,93311
Emergency Center,42888
Clinic B,41178
Clinic A,38747
Rural Health Unit,49284
University Hospital,3313
Main Hospital,58547
Clinic B,59761
Emergency Center,42310
Main Hospital,94437
Clinic B,42809
Private Practice,7321
Private Practice,19866
University Hospital,44323
Emergency Center,54572
University Hospital,58785
Private Practice,6879
Clinic B,20005
Main Hospital,37963
Clinic A,77289
Emergency Center,76229
University Hospital,82271
Main Hospital,33590
Main Hospital,58398
Clinic A,50784
Clinic B,39139
Clinic A,33073
Rural Health Unit,27047
Clinic A,64445
Rural Health Unit,4089
Clinic B,95518
Clinic B,97235
Clinic B,15738
Main Hospital,3980
Main Hospital,59669
Emergency Center,95870
Private Practice,65198
Emergency Center,86063
Clinic A,3199
Clinic A,85220
Emergency Center,30345
University Hospital,61928
Private Practice,96363
Clinic A,19350
University Hospital,56585
University Hospital,59083
Rural Health Unit,19012
Private Practice,90861
Rural Health Unit,13607
Clinic B,64117
Main Hospital,51485
Emergency Center,83947
Rural Health Unit,14129
Private Practice,71036
Main Hospital,27143
Emergency Center,55301
Main Hospital,49140
Emergency Center,89013
Main Hospital,98686
Rural Health Unit,5068
Clinic B,32163
University Hospital,79116
Emergency Center,53819
University Hospital,23754
Emergency Center,94939
Private Practice,21331
Private Practice,26099
Emergency Center,23151
Clinic B,64664
Main Hospital,79325
Emergency Center,68835
Main Hospital,73044
Clinic B,62210
Clinic A,24483
Rural Health Unit,24315
University Hospital,97863
Emergency Center,87282
Rural Health Unit,62965
Private Practice,22599
Clinic B,19058
Main Hospital,82001
Emergency Center,51724
Rural Health Unit,16688
Main Hospital,20615
Clinic A,4051
Emergency Center,51546
University Hospital,40388
Emergency Center,73424
University Hospital,44880
Main Hospital,37872
Emergency Center,40153
Rural Health Unit,87776
Clinic B,90060
Private Practice,22729
Clinic B,44220
Clinic A,93984
Clinic B,16309
Rural Health Unit,64887
Clinic A,6683
Main Hospital,41044
University Hospital,36353
Private Practice,55478
Main Hospital,94315
University Hospital,72432
University Hospital,22523
Clinic A,11950
Rural Health Unit,53267
Clinic B,14075
Clinic B,58479
Private Practice,96883
Rural Health Unit,26886
Private Practice,50842
Rural Health Unit,89558
Clinic A,32606
Clinic A,89979
Main Hospital,74928
Clinic A,11725
Clinic B,28722
Clinic A,6288
Clinic A,32819
University Hospital,36505
Clinic A,30384
Rural Health Unit,22010
Rural Health Unit,35264
Private Practice,94792
Main Hospital,35695
Clinic A,20435
Rural Health Unit,59630
Private Practice,8791
Emergency Center,70971
Emergency Center,79366
Rural Health Unit,21875
University Hospital,15143
